Identifier	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	RIBO_FC	RIBO_padj	RNA_FC	RNA_padj
LOC105377650	0.354365507675318	-0.336947731890371	3.21600311437515	-0.104772203230853	0.916556567235035	NA	0.00487004201900104	NA	0.00805538078943267	NA
LOC101930420	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986037	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105374013	7.52772872108779	0.673229067290981	1.59675926575974	0.421622145383735	0.673300839484903	NA	0.00424862186363466	NA	-0.0778774465032526	0.680098108397734
LOC107986113	0.652557707376815	-0.467323270810637	2.74468339399387	-0.170264909910291	0.864801806115664	NA	NA	NA	0.00133019549202683	NA
LOC105374312	0.118108822870736	-2.00256998767409	6.12047839850729	-0.327191741770136	0.743522866569866	NA	-0.00549462527865434	NA	0.00618634780147562	NA
LOC105374089	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105374103	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM183B	3.83721264570322	1.16087304961067	1.57057606287971	0.739138381799965	0.459822972429082	NA	0.00401458151765059	NA	-0.0477442846028974	0.775156930795767
FAM188B2	0.0368475625404247	-1.28126300223811	6.12047839850729	-0.209340335642815	0.834182565975513	NA	NA	NA	0.00649678495225839	NA
C3orf79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105374314	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LINC02054	0.469224583707725	-1.13880875708064	4.16342879950507	-0.273526656013912	0.784448404763245	NA	0.00661381249771593	NA	0.0131074512959818	NA
LOC102724877	0.0686119766537955	-0.55997628405328	6.12047839850729	-0.0914922408989879	0.927101471245057	NA	NA	NA	0.000431815772362779	NA
LOC105374299	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105374301	0.0310001165797903	-1.28126300223811	6.12047839850729	-0.209340335642815	0.834182565975513	NA	NA	NA	0.00618634780147562	NA
LOC107986175	0.167719660792831	0.895694900383855	6.11797053277099	0.146403925220962	0.883602528821657	NA	0.00424862186363466	NA	-0.00275977010729563	NA
FAM157A	0.333892476406548	-0.55994250523809	6.12047839850729	-0.0914867219161583	0.927105856365349	NA	-0.00362502821037408	NA	NA	NA
LOC101059949	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986244	0.589886272489262	-0.206165102264775	2.7526236951653	-0.0748976704032895	0.940296130101681	NA	NA	NA	-0.00645048202992057	NA
LOC107986211	0.496429137055184	0.0935450366788812	2.84649369199306	0.0328632510031606	0.97378363840737	NA	NA	NA	-0.0134197377811398	NA
LOC101928548	0.273852594892225	-3.08024457024223	4.4376750379257	-0.69411224209018	0.487611821838215	NA	NA	NA	0.029398074834181	NA
LOC107986255	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC389199	1.4776273095944	0.510940862012599	2.10383246972885	0.242861952823863	0.808112340495955	NA	0.00487004201900104	NA	-0.0106458627461845	0.936969784243222
FAM86KP	0.556297557689149	0.620367765924641	3.41536724881924	0.181640134348397	0.855865150086687	NA	-0.00559313146953918	NA	-0.0250700197234287	NA
LOC100133128	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986213	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101928879	0.212571644993123	1.6374383549196	6.111849422139	0.267912090403977	0.78876698700406	NA	0.00616279037397725	NA	-0.00615993479475467	NA
LOC100506514	1.20245261056299	-1.60167709222474	2.26157072543551	-0.708214460954479	0.478812087226023	NA	-0.00784533545327198	NA	0.0102249428110962	NA
LOC107986215	0.322396830310242	-0.877406419159569	6.0816058581616	-0.144272160942833	0.885285560647276	NA	0.00647194305797601	NA	0.00907932866955027	NA
LOC105377310	0.75884353790948	-0.864321735983744	2.34381768835754	-0.368766623904707	0.712301684269456	NA	NA	NA	0.0158024052559582	NA
LOC107986216	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZCCHC23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986192	1.73139381131528	-2.89477834026994	2.00132199517729	-1.44643308135606	0.14805576876162	NA	-0.011195585299165	NA	-0.0137190467951122	0.908355972543973
LOC105377622	0.12491471349289	-0.512289727149026	6.11731968474257	-0.0837441483443717	0.933259855102149	NA	NA	NA	-5.68244588604708e-05	NA
ANP32C	0.732133192756255	-0.00814717007190774	3.37822689742723	-0.00241167047663744	0.99807576722622	NA	0.0052497639301396	NA	0.00354852809050554	NA
LOC285500	1.86102502632505	-1.46398366336626	2.19150581962324	-0.66802636354301	0.50411676405699	NA	-0.00857067919691057	NA	-0.040299387055001	0.623321319079327
LOC107986217	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101929895	1.30672190188215	-0.875502901565648	2.10701368176062	-0.415518375198246	0.677762466401599	NA	NA	NA	0.0240804736231258	0.843570563244292
LOC105369214	0.423505816265996	0.548049016999122	3.03533049583531	0.180556620687956	0.856715607822677	NA	NA	NA	-0.0212961802858308	NA
LOC105378979	0.197856829871422	1.47778968715637	5.99599272811946	0.246462888493171	0.805323929190149	NA	0.00424862186363466	NA	-0.00627586809272817	NA
LOC107986351	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986354	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101929599	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986352	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986353	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105379045	2.68871350095459	-0.194970003684383	1.7389259027313	-0.112120938205675	0.910727515814945	NA	NA	NA	-0.0271581443344502	0.876846567156885
MTRNR2L2	0.243475103394777	1.10937864861188	6.10668294381482	0.181666325044028	0.85584459488734	NA	0.00661381249771593	NA	NA	NA
LOC102724720	1.25038017446285	-1.69450804929831	2.3148153987854	-0.732027292624469	0.464151909564169	NA	-0.00330652646229992	NA	0.0203698117554657	0.822884700687731
LOC101929747	7.10396261156389	-1.43682103422106	0.864987317179586	-1.66108913470087	0.0966955463150323	NA	-0.0577519698452447	0.479925399700529	0.0106370130029295	0.962339699563963
LOC100652833	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC100505841	0.221916214030429	1.16327670654518	4.61858171942239	0.251868815409996	0.801142464358849	NA	-0.00559313146953918	NA	-0.0181812268878308	NA
LOC105379198	0.424903301587683	1.16322954277701	3.36747927491566	0.345430349472944	0.729770864140365	NA	NA	NA	-0.0313284033498973	NA
LOC107984115	3.40479081487142	-1.83231203427049	1.6398630977614	-1.11735670908859	0.263841837252495	NA	-0.00349690309409081	NA	0.054812138194821	0.676601686364648
LOC105379177	0.774183328358899	-0.885748958022684	2.3501842099671	-0.376884907262263	0.706259138066651	NA	NA	NA	0.0178357189172485	NA
LOC101060024	0.0697049811965552	0.16136448019789	6.12047839850729	0.0263646842111632	0.978966462269028	NA	0.00424862186363466	NA	NA	NA
C5orf66	0.0680615102938735	-0.55997628405328	6.12047839850729	-0.0914922408989879	0.927101471245057	NA	NA	NA	0.000780422274445613	NA
FBXL21	4.50723054127224	1.59982703414511	1.714891636695	0.93290269770535	0.350870209385943	NA	0.0157280583574099	NA	0.0574244304656608	0.566856839657909
LOC105378230	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101928093	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105377746	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105377752	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC102724657	0.346267517989892	-1.14606607925344	3.6474649930145	-0.314208931805609	0.753362359375919	NA	NA	NA	0.0114398421907023	NA
LOC107984119	4.71569990888723	-1.00459738789227	1.05411716474259	-0.953022511627147	0.340578664864275	NA	-0.0132258709489383	NA	0.0451835483544904	0.794506364511495
LOC101927353	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986554	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107983965	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC100130357	1.562594073684	-0.0929336100970127	1.86887584344367	-0.0497270112528016	0.960339931215094	NA	0.00424862186363466	NA	0.0278287352160598	0.841991593443952
LOC105375106	0.899143717712633	2.64022255483579	2.07208307092629	1.27418759985116	0.202596938748663	NA	0.00741441013951681	NA	-0.0241199566015287	NA
LOC105375107	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986531	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986596	0.934535990324882	0.468528217455778	2.19610626232884	0.213344966722572	0.831057902429093	NA	NA	NA	-0.0432884816448297	0.651634766712608
CNPY3-GNMT	84.9373717058627	-0.42213617664196	0.285931646716373	-1.47635346240878	0.13984902893011	NA	-0.0821008784317118	0.74083528570983	0.106120628643821	0.657149039250641
MTRNR2L9	0.109240400237659	-1.36118136297418	6.11521090540266	-0.222589438701387	0.823855056946062	NA	NA	NA	0.00417493318325002	NA
LOC441155	0.230699210338275	-0.150752384243339	3.91399189425115	-0.0385162740027039	0.969276056333634	NA	NA	NA	-0.00399149831846264	NA
LOC107986615	2.83680613557655	1.52300393963039	1.33392253838157	1.14174841177676	0.253558611362596	NA	0.0297599703600398	NA	-0.0087119878556944	0.948003908764724
LOC107986532	0.0931395993488091	-1.28126300223811	6.12047839850729	-0.209340335642815	0.834182565975513	NA	-0.00559313146953918	NA	NA	NA
LOC102724665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986533	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC102724422	2.48967192584352	-0.638245771104629	1.62574571379165	-0.392586470128885	0.694624934144732	NA	-0.00992572228518114	NA	-0.0510618776229034	0.665753711395301
LOC105377934	4.32884876084778	-2.73907839893449	1.51113513013916	-1.81259659993626	0.0698940626104488	NA	-0.00788323652441397	NA	0.0619620298023419	0.72701500133425
LOC100996634	6.73986810003798	-2.08538921921877	1.5961998661322	-1.30647124051698	0.191392353008078	NA	-0.00694265061579393	NA	0.0427107411465654	0.821898071576824
LOC105378159	1.73633701294029	0.942171005898227	1.65005238600155	0.570994602287337	0.568003301752208	NA	0.00867639952533207	NA	-0.0146058579582927	NA
C6orf99	188.596242514081	-0.359478566478339	1.31794172776246	-0.272757557413896	0.785039587104044	0.946249303283156	-0.0458268318233818	0.540929802154993	-0.0444987394166173	0.637323383874062
LOC105378105	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
HGC6.3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105378148	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105378161	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101929692	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC102723872	0.0292915764649744	0.161330701382701	6.12047839850729	0.0263591652283338	0.978970864250373	NA	NA	NA	-0.00615993479475467	NA
LOC105375112	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105375116	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986752	0.0995836881842643	-1.25062525917226	6.11835221840853	-0.204405567794782	0.838036579568161	NA	NA	NA	0.003399246315161	NA
WI2-2373I1.2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986754	1.28334688825193	0.60368424087357	1.9815305757779	0.304655526517212	0.760628524957402	NA	NA	NA	-0.0694760781421781	0.494861963780332
LOC107986755	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
